# ChooseHextech 套路数据（社区用户套路 data/userjson + 每英雄 1 条常规兜底）
# 生成：collect/scripts/userjson-merge.mts，2026-08-15
# 格式：英雄  套路名  海克斯推荐  装备推荐  对局技巧  作者  适用版本
英雄	套路名	海克斯推荐	装备推荐	对局技巧	作者	适用版本
佛耶戈	法爆爆杀流佛耶戈	珠光护手、升级：无尽之刃、更万用的瞄准镜、飞升仪式	收集者、无尽之刃、死亡之舞、不朽盾弓、夜之锋刃、多米尼克领主的致意	锻体：攻击力、物穿、CD、移速、全能吸血、攻速		26.16
佛耶戈	飞升破败	飞升仪式、虚幻武器、珠光护手、质变：棱彩阶、升级：无尽之刃	收集者、无尽之刃、死亡之舞、多米尼克领主的致意、无穷饥渴、暴食胫甲	暂无		26.16
赛娜	活力再生电刀流	活力焕发	斯塔缇克电刃、卢安娜的飓风、巨型九头蛇、岚切、黑色切割者、无尽之刃、海克斯镜片 C44	锻体：攻击力、攻速、全能吸血、移速		26.16
赛娜	蛋白粉花剑流	蛋白粉奶昔、升级：无尽之刃、双刀流、急救用具、仁慈打击	斯塔缇克电刃、卢安娜的飓风、花晓之剑、月石再生器、千变者贾修、兰顿之兆、海力亚的回响、饮血剑、破败王者之刃	锻体：攻速、抗性、治疗强度		26.16
赛娜	暴击流	升级：无尽之刃、升级：收集者、灵魂虹吸、暴击律动、灵巧、会心治疗、双发快射、会心防御、狂热者、物法皆修	无尽之刃、多米尼克领主的致意、海克斯镜片 C44、狂战士胫甲、破败王者之刃、饮血剑、收集者、败魔、兰顿之兆	锻体：攻击力、物穿、攻速、移速、全能吸血		26.16
赛娜	飓风物法皆修流	物法皆修、活力焕发、踢踏舞、更万用的瞄准镜	斯塔缇克电刃、卢安娜的飓风、巨型九头蛇、黑色切割者、破败王者之刃、暴食胫甲、兰顿之兆、败魔	锻体：攻击力、物穿、攻速、全能吸血、CD		26.16
赛娜	望远镜赛纳	更万用的瞄准镜、万用瞄准镜、最万用的瞄准镜、家园卫士、活力焕发	疾射火炮、卢安娜的飓风、巨型九头蛇、黑色切割者、无尽之刃、破败王者之刃	锻体：攻击力、物穿、攻速、全能吸血、移速		26.16
赛娜	仁慈花晓赛娜	仁慈打击、升级：无尽之刃、双发快射、会心治疗	花晓之剑、卢安娜的飓风、海力亚的回响、巨型九头蛇、贪欲九头蛇、破败王者之刃	暂无		26.16
赛娜	远距离仁慈打击加连波击锤	连拨击锤、仁慈打击、暴击飞弹	斯塔缇克电刃、无尽之刃、多米尼克领主的致意、破败王者之刃、饮血剑、轻灵之靴	暂无		26.16
赛娜	仁慈打击塞纳	仁慈打击、暴击飞弹、喂呜喂呜	花晓之剑、斯塔缇克电刃、卢安娜的飓风、破败王者之刃、黑色切割者、巨型九头蛇	暂无		26.16
劫	虚幻武器流	虚幻武器、秘术冲拳、无限循环往复	狂妄、亵渎九头蛇、收集者、破败王者之刃、赛瑞尔达的怨恨、公理圆弧、朔极之矛、无穷饥渴、星蚀	锻体：攻击力、物穿、CD、移速		26.16
劫	回归基本功劫	回归基本功	狂妄、电震涡流剑、水银之靴、亵渎九头蛇、赛瑞尔达的怨恨、幽梦之灵、朔极之矛、死亡之舞	锻体：物穿、攻击力、CD、移速		26.16
劫	法爆劫	珠光护手、升级：无尽之刃、易损、虚幻武器、牙仙子	狂妄、收集者、多米尼克领主的致意、无尽之刃、公理圆弧、电震涡流剑、死亡之舞、水银之靴	锻体：物穿、攻击力、CD、移速		26.16
劫	虚幻武器劫	虚幻武器、牙仙子、升级：收集者、无限循环往复	狂妄、电震涡流剑、公理圆弧、多米尼克领主的致意、破败王者之刃、无穷饥渴	暂无		26.16
劫	吸血	升级：收集者、珠光护手、虚幻武器、牙仙子	收集者、狂妄、赛瑞尔达的怨恨、公理圆弧、无穷饥渴、水银之靴	暂无		26.16
克烈	爆穿流	珠光护手、钢化你心	收集者、狂妄、公理圆弧、无尽之刃、多米尼克领主的致意、无穷饥渴	锻体：攻击力、物穿、CD、移速、全能吸血		26.16
克烈	血牛流100%物伤克烈	钢化你心、坦克引擎、歌利亚巨人、重量级打击手、珠光护手	心之钢、巨型九头蛇、霸王血铠、狂徒铠甲、斯特拉克的挑战护手、无穷饥渴	锻体：物穿、攻击力、生命值		26.16
艾克	虚幻武器艾克	虚幻武器、神射法师、巨人杀手、纯粹主义者 - 术师	黄昏与黎明、影焰、法师之靴、灭世者的死亡之帽、虚空之杖、海克斯科技枪刃、中娅沙漏、纳什之牙	锻体：法穿、法强、CD、全能吸血、移速		26.16
艾克	法爆爆发流	珠光护手、巨人杀手、物理转魔法、双发快射、尤里卡	黄昏与黎明、影焰、法师之靴、灭世者的死亡之帽、虚空之杖、中娅沙漏、无尽之刃、海克斯科技枪刃	锻体：法穿、法强、CD、移速、全能吸血		26.16
艾克	满cd无限火力艾克	尤里卡、无限循环往复、超凡邪恶、缩小引擎、连拨击锤	黄昏与黎明、风暴狂涌、影焰、虚空之杖、灭世者的死亡之帽、中娅沙漏	锻体：全能吸血、法强、移速		26.16
艾克	连接击锤EA瞬秒流	连拨击锤、虚幻武器、珠光护手	巫妖之祸、影焰、灭世者的死亡之帽、纳什之牙、虚空之杖、风暴狂涌	锻体：全能吸血、法强、移速		26.16
艾克	e脆皮可能有点痛	珠光护手、双发快射、神射法师	黄昏与黎明、影焰、灭世者的死亡之帽、虚空之杖、巫妖之祸、多米尼克领主的致意	暂无		26.16
蔚	虚幻武器蔚	虚幻武器、秘术冲拳、双刀流	狂妄、收集者、亵渎九头蛇、无尽之刃、多米尼克领主的致意、死亡之舞	锻体：物穿、攻击力、攻速、CD、移速、全能吸血		26.16
蔚	一拳三环流	双刀流、双发快射、全凭身法、最终形态	狂妄、收集者、无尽之刃、多米尼克领主的致意、死亡之舞、败魔	锻体：物穿、攻击力、攻速、CD、移速、全能吸血		26.16
蔚	连接击锤穿甲流	连拨击锤、全凭身法	狂妄、收集者、无尽之刃、多米尼克领主的致意、死亡之舞、斯特拉克的挑战护手	锻体：物穿、攻击力、攻速、CD、移速、全能吸血		26.16
蔚	极致爆发穿甲流	全凭身法、虚幻武器、最终形态、双发快射	狂妄、收集者、公理圆弧、多米尼克领主的致意、无尽之刃、死亡之舞	锻体：物穿、攻击力、攻速、CD、移速、全能吸血		26.16
亚托克斯	法爆剑魔	珠光护手、升级：无尽之刃、暗影疾奔	狂妄、收集者、无尽之刃、多米尼克领主的致意、朔极之矛、死亡之舞	锻体：攻击力、物穿、CD、移速、全能吸血		26.16
亚托克斯	一刀流	升级：无尽之刃、暗影疾奔、升级：收集者、最万用的瞄准镜	狂妄、收集者、无尽之刃、多米尼克领主的致意、电震涡流剑、死亡之舞	锻体：CD、攻击力、物穿、移速、全能吸血、攻速		26.16
亚托克斯	蛋白粉半肉战士流	蛋白粉奶昔、会心治疗、巨像的勇气、扇巴掌	狂妄、焚天、死亡之舞、玛莫提乌斯之噬、千变者贾修、振奋盔甲	锻体：CD、攻击力、物穿、全能吸血、移速、治疗强度		26.16
亚托克斯	穿甲剑魔	扇巴掌、巨人杀手、全凭身法	狂妄、亵渎九头蛇、赛瑞尔达的怨恨、朔极之矛、死亡之舞、水银之靴	锻体：CD、攻击力、物穿、移速、全能吸血		26.16
亚托克斯	一刀流剑魔	升级：无尽之刃、升级：收集者、最万用的瞄准镜、全凭身法	无尽之刃、收集者、猎魔人弩箭、幻影之舞、多米尼克领主的致意、狂战士胫甲	暂无		26.16
亚托克斯	珠光会心血魔流	珠光护手、会心治疗、灵魂虹吸、巨人杀手	狂妄、收集者、无尽之刃、多米尼克领主的致意、振奋盔甲	暂无		26.16
娜美	残忍娜美	残忍、扇巴掌、缩小引擎	残疫、帝国指令、黯炎火炬、兰德里的折磨、灭世者的死亡之帽、蜕生、大天使之杖	锻体：CD、法强、法穿、移速		26.16
娜美	奶妈流	喂呜喂呜、全心为你、急救用具	帝国指令、月石再生器、救赎、耳语头环、炽热香炉、黎明核心、流水法杖、残疫	锻体：治疗强度、CD、法强、移速		26.16
阿兹尔	大法师无限沙兵沙皇	大法师、无限循环往复、缩小引擎	兰德里的折磨、纳什之牙、大天使之杖、瑞莱的冰晶节杖、魔宗、海克斯科技枪刃	锻体：CD、攻速、法穿、法强、移速、全能吸血		26.16
阿兹尔	神射法师沙皇	神射法师、台风、狂热者	兰德里的折磨、灭世者的死亡之帽、影焰、纳什之牙、法师之靴、界弓	锻体：法强、法穿、物穿、攻速、移速		26.16
阿兹尔	虚幻武器沙皇	虚幻武器、珠光护手、秘术冲拳、物理转魔法	纳什之牙、兰德里的折磨、破败王者之刃、灭世者的死亡之帽、虚空之杖、法师之靴	锻体：法强、法穿、攻速、移速		26.16
阿兹尔	魔法	物理转魔法、超凡邪恶、物法皆修、巨人杀手	霸王血铠、心之钢、裂隙制造者、黄昏与黎明、大天使之杖、鬼索的狂暴之刃	暂无		26.16
悠米	死亡之环猫	死亡之环、坚韧	振奋盔甲、狂徒铠甲、月石再生器、舒瑞娅的战歌、米凯尔的祝福、救赎	锻体：法穿、治疗强度、生命值、CD		26.16
悠米	光环流猫咪	冰寒、侵蚀、穿针引线、不祥契约、咏叹奏鸣	无终恨意、骑士之誓、兰德里的折磨、冰霜之心、深渊面具、班德尔音管	暂无		26.16
悠米	工具猫	咏叹奏鸣、神圣干预、天音爆	月石再生器、米凯尔的祝福、炽热香炉、流水法杖	暂无		26.16
悠米	盾猫	吞噬灵魂、信念者的强化、蛋白粉奶昔、咏叹奏鸣	凛冬之临、月石再生器、黎明核心、米凯尔的祝福、流水法杖、炽热香炉	暂无		26.16
悠米	护盾轰炸	吞噬灵魂、咏叹奏鸣、急救用具、天音爆、死亡之环	月石再生器、黎明核心、炽热香炉、骑士之誓	暂无		26.16
悠米	猫咪拿到这套必须S强度	死亡之环、坦克引擎	狂徒铠甲	暂无		26.16
莎弥拉	亮剑莎弥拉	亮出你的剑、吸血习性、掷骰狂人	收集者、无尽之刃、多米尼克领主的致意、死亡之舞、不朽盾弓、水银之靴	锻体：全能吸血、物穿、攻击力、CD、移速		26.16
莎弥拉	锻神	掷骰狂人、属性叠属性！	收集者、无尽之刃、多米尼克领主的致意、无穷饥渴、死亡之舞、暴食胫甲	暂无		26.16
锤石	蛋白粉花剑锤石	蛋白粉奶昔、魔法转物理、大力、更万用的瞄准镜、我们的治疗、神射法师	心之钢、花晓之剑、兰顿之兆、败魔、千变者贾修、界弓	锻体：抗性、治疗强度、攻速		26.16
锤石	神射法师攻速流	神射法师、双刀流、物理转魔法、穿针引线、信念者的强化	纳什之牙、鬼索的狂暴之刃、灭世者的死亡之帽、界弓、破败王者之刃、裂隙制造者	锻体：全能吸血、攻速、移速		26.16
锤石	全屏100%满血秒杀流锤天帝	信念者的强化、蛋白粉奶昔、叠角龙、咏叹奏鸣、钢化你心	花晓之剑、冰霜之心、兰顿之兆、败魔、自然之力、千变者贾修	暂无		26.16
锤石	锤石轻松500护甲	钢化你心、缩小引擎、吞噬灵魂	心之钢、凛冬之临、狂徒铠甲、无终恨意	暂无		26.16
俄洛伊	虚幻武器触手妈	虚幻武器	心之钢、狂妄、死亡之舞、铁板靴、无穷饥渴、朔极之矛	锻体：攻击力、CD、全能吸血、移速		26.16
俄洛伊	半肉俄洛伊	钢化你心、坦克引擎、重量级打击手、歌利亚巨人	心之钢、霸王血铠、朔极之矛、死亡之舞、斯特拉克的挑战护手、水银之靴	锻体：攻击力、CD、移速、全能吸血		26.16
雷克塞	法爆挖掘机	珠光护手、升级：无尽之刃、巨人杀手、魔法转物理、回归基本功	狂妄、巨型九头蛇、多米尼克领主的致意、无尽之刃、死亡之舞、无穷饥渴、影焰、收集者	锻体：物穿、攻击力、CD、移速、全能吸血		26.16
雷克塞	穿甲刺客流	巨人杀手、回归基本功	狂妄、电震涡流剑、巨型九头蛇、无穷饥渴、死亡之舞、朔极之矛	锻体：攻击力、物穿、CD、移速、全能吸血		26.16
雷克塞	回归基本功挖掘机	回归基本功、钢化你心、坦克引擎、歌利亚巨人	心之钢、焚天、巨型九头蛇、霸王血铠、死亡之舞、朔极之矛	锻体：攻击力、物穿、抗性、移速		26.16
雷克塞	半肉战士流	钢化你心、坦克引擎、重量级打击手、歌利亚巨人、更万用的瞄准镜	心之钢、巨型九头蛇、死亡之舞、霸王血铠、朔极之矛、振奋盔甲	锻体：抗性、攻击力		26.16
雷克塞	刺客暴击流	更万用的瞄准镜、珠光护手、升级：无尽之刃、巨人杀手	无尽之刃、巨型九头蛇、多米尼克领主的致意、狂妄	暂无		26.16
艾翁	蛋白粉花剑奶盾流小菊	蛋白粉奶昔、升级：无尽之刃、全心为你、急救用具、终极刷新	花晓之剑、月石再生器、败魔、千变者贾修、兰顿之兆、狂徒铠甲	锻体：治疗强度、攻速、抗性、生命值、CD、移速		26.16
艾翁	终极刷新小菊	终极刷新、仆从大师、蛋白粉奶昔	帝国指令、兰德里的折磨、影焰、瑞莱的冰晶节杖、明朗之靴、残疫	锻体：CD、法强、法穿、治疗强度、移速		26.16
艾翁	翠神不死平a一下40%以上血	蛋白粉奶昔、自然即是治愈、仁慈打击、天音爆、终极刷新、仆从大师	月石再生器、千变者贾修、兰顿之兆、败魔、荆棘之甲、冰霜之心	暂无		26.16
卡莉丝塔	法爆暴穿流滑板鞋	珠光护手、回归基本功、暗影疾奔、连拨击锤	收集者、狂战士胫甲、无尽之刃、电震涡流剑、多米尼克领主的致意、卢安娜的飓风	锻体：物穿、攻击力、攻速、移速、全能吸血		26.16
卡莉丝塔	特效流	双刀流、易损、双发快射、连拨击锤、火上浇油、暴击律动、灵巧、狂热者	破败王者之刃、鬼索的狂暴之刃、界弓、饮血剑、卢安娜的飓风、狂战士胫甲、海妖杀手、智慧末刃、水银弯刀、斯塔缇克电刃、败魔、兰顿之兆	锻体：攻击力、物穿、攻速、移速、全能吸血		26.16
卡莉丝塔	穿甲滑板鞋	巨人杀手、珠光护手	收集者、电震涡流剑、多米尼克领主的致意、夜之锋刃、饮血剑、狂战士胫甲	锻体：物穿、攻击力、CD、移速、攻速		26.16
卡莉丝塔	法爆AP滑板鞋	珠光护手、神射法师、连拨击锤、双刀流、回归基本功	无尽之刃、狂战士胫甲、纳什之牙、鬼索的狂暴之刃、灭世者的死亡之帽、界弓	锻体：物穿、法强、攻击力、攻速、CD、移速		26.16
巴德	轨道炮巴德	玻璃大炮、巨人杀手、杀戮时间到了	裂隙制造者、海克斯镜片 C44、影焰、帝国指令、救赎、朔极之矛	锻体：CD、移速		26.16
洛	残忍洛	残忍、贪欲束缚	残疫、兰德里的折磨、裂隙制造者、放血者的诅咒、深渊面具、海克斯科技枪刃、星界驱驰、黯炎火炬、灭世者的死亡之帽	锻体：CD、法穿、法强、移速		26.16
洛	贪欲w洛	贪欲束缚、蛋白粉奶昔、死亡之环、残忍	心之钢、千变者贾修、振奋盔甲、兰顿之兆、自然之力、无终恨意	暂无		26.16
霞	暴击流	升级：无尽之刃、升级：收集者、灵魂虹吸、暴击律动、灵巧、会心治疗、双发快射、会心防御、狂热者	收集者、无尽之刃、多米尼克领主的致意、饮血剑、育恩塔尔荒野箭、狂战士胫甲、海克斯镜片 C44、纳沃利烁刃、破败王者之刃、败魔、兰顿之兆	锻体：攻击力、物穿、攻速、移速、全能吸血		26.16
